Country,Flow,Commodity,Value
Luxembourg,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",27613370.17
"China, Macao SAR",Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",29760581.73
"China, Macao SAR",Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",628495.151
Malta,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",8533302.701
Malta,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",205849.946
Mauritius,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7051682.478
Mauritius,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",157748.705
Mexico,Import,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",6244166514
Mexico,Export,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",265735443
Hungary,Import,"Lac; gums, resins and other vegetable saps and extracts",35923529
Hungary,Export,"Lac; gums, resins and other vegetable saps and extracts",2116452
Iceland,Import,"Lac; gums, resins and other vegetable saps and extracts",1644517.087
Iceland,Export,"Lac; gums, resins and other vegetable saps and extracts",940.125
Ireland,Import,"Lac; gums, resins and other vegetable saps and extracts",78505198.69
Ireland,Export,"Lac; gums, resins and other vegetable saps and extracts",29527020.24
Israel,Import,"Lac; gums, resins and other vegetable saps and extracts",35462000
Israel,Export,"Lac; gums, resins and other vegetable saps and extracts",11994000
Italy,Import,"Lac; gums, resins and other vegetable saps and extracts",397977724.2
Italy,Export,"Lac; gums, resins and other vegetable saps and extracts",589714671.5
Jamaica,Import,"Lac; gums, resins and other vegetable saps and extracts",791432.53
Jamaica,Export,"Lac; gums, resins and other vegetable saps and extracts",65141.85
Japan,Import,"Lac; gums, resins and other vegetable saps and extracts",380236762.4
Japan,Export,"Lac; gums, resins and other vegetable saps and extracts",35571824.93
Kazakhstan,Import,"Lac; gums, resins and other vegetable saps and extracts",10262740.63
Kazakhstan,Export,"Lac; gums, resins and other vegetable saps and extracts",651928.1
Jordan,Import,"Lac; gums, resins and other vegetable saps and extracts",3237761.52
Jordan,Export,"Lac; gums, resins and other vegetable saps and extracts",805156.3
Rep. of Korea,Import,"Lac; gums, resins and other vegetable saps and extracts",376572930
Rep. of Korea,Export,"Lac; gums, resins and other vegetable saps and extracts",131601829
Kyrgyzstan,Import,"Lac; gums, resins and other vegetable saps and extracts",695598
Kyrgyzstan,Export,"Lac; gums, resins and other vegetable saps and extracts",184282
Lebanon,Import,"Lac; gums, resins and other vegetable saps and extracts",1507157
Lebanon,Export,"Lac; gums, resins and other vegetable saps and extracts",94197
Latvia,Import,"Lac; gums, resins and other vegetable saps and extracts",6111731.026
Latvia,Export,"Lac; gums, resins and other vegetable saps and extracts",1587531.887
Lithuania,Import,"Lac; gums, resins and other vegetable saps and extracts",18130794
Lithuania,Export,"Lac; gums, resins and other vegetable saps and extracts",11939781
Luxembourg,Import,"Lac; gums, resins and other vegetable saps and extracts",2517281.443
Luxembourg,Export,"Lac; gums, resins and other vegetable saps and extracts",1493668.018
"China, Macao SAR",Import,"Lac; gums, resins and other vegetable saps and extracts",700300.134
Malta,Import,"Lac; gums, resins and other vegetable saps and extracts",1673118.414
Malta,Export,"Lac; gums, resins and other vegetable saps and extracts",115099.268
Mauritius,Import,"Lac; gums, resins and other vegetable saps and extracts",1183839.225
Mauritius,Export,"Lac; gums, resins and other vegetable saps and extracts",12263.125
Mexico,Import,"Lac; gums, resins and other vegetable saps and extracts",233978387
Mexico,Export,"Lac; gums, resins and other vegetable saps and extracts",153507347
Hungary,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,3900377
Hungary,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,9038076
Iceland,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,44762.947
Ireland,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,6434290.352
Ireland,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,3624792.411
Israel,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,8747000
Israel,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,16000
Italy,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,41626693.27
Italy,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,6365379.903
Jamaica,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,4726.62
Jamaica,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,762558.48
Japan,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,428818215.7
Japan,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1216982.945
Kazakhstan,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,732877.31
Kazakhstan,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,2131326.25
Jordan,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1065291.2
Jordan,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,97191.66
Rep. of Korea,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,113261329
Rep. of Korea,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,484798
Kyrgyzstan,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,60490
Kyrgyzstan,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,8231
Lebanon,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,305442
Lebanon,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,57852
Latvia,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,7519907.67
Latvia,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,518197.859
Lithuania,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,5652627
Lithuania,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1245742
Luxembourg,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1663344.817
Luxembourg,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,18189.172
"China, Macao SAR",Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1978278.739
Malta,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,48552.913
Mauritius,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1162642.644
Mexico,Import,Vegetable plaiting materials; vegetable products not elsewhere specified or included,46049112
Mexico,Export,Vegetable plaiting materials; vegetable products not elsewhere specified or included,72029788
Hungary,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",685499161
Hungary,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",1298592402
Iceland,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",52853897.38
Iceland,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",231738391.5
Ireland,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",770025779.1
Ireland,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",173234439.6
Israel,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",467857000
Israel,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",44314000
Italy,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",6995552652
Italy,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",3921146015
Jamaica,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",92691260.42
Jamaica,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",3803747.52
Japan,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",2041674394
Japan,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",354292807.1
Kazakhstan,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",329021038.9
Kazakhstan,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",531610843.6
Jordan,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",250798208.5
Jordan,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",8688142.19
Rep. of Korea,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",2694972858
Rep. of Korea,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",158384321
Kyrgyzstan,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",93373978
Kyrgyzstan,Export,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",737817
Lebanon,Import,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,248639236
Lebanon,Export,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,28065040
Latvia,Import,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",264300860.4
